Original_SMILES,R1,R2,R3,R4,potency
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)(C)C#N)C=NC=C1F,CN1CCN([*:1])CC1,F[*:2],CC(C)(C#N)[*:3],[H][*:4],Inactive
CC(C)(O)CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)(O)CN1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)N2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCOCC1,C1CN([*:1])CCO1,[H][*:2],F[*:3],[H][*:4],Inactive
CC(C)(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(C=CN=C3)N3CCN(CC3)C3COC3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,[H][*:2],CC(C)(C#N)[*:3],[H][*:4],Inactive
CC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(C=CN=C3)N3CCN(CC3)C3COC3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,[H][*:2],CC(C#N)[*:3],[H][*:4],Inactive
CC(C)(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(N4CCN(CC4)C4COC4)C(F)=CN=C3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,F[*:2],CC(C)(C#N)[*:3],[H][*:4],Inactive
CC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(N4CCC(CC4)C4COC4)C(F)=CN=C3)=C2N=C1,C1CN([*:1])CCC1C1COC1,F[*:2],CC(C#N)[*:3],[H][*:4],Inactive
CN(C)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)S(=O)(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2CCCC2=O)C(F)=CN=C1,O=C1CCCN1C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C1CCN(C)CC1)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(N(C)S(=O)(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CN3CCOCC3)CC2)C(F)=CN=C1,C1CN(CC2CCN([*:1])CC2)CCO1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)CC1,CN1CCN(CC2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(C2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C(=O)C1,CN1CCN(C2CCN([*:1])CC2)C(=O)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCCCC1,C1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(OC2CCN([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCOCC2)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCOCC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC[C@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC[C@H]1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)S(=O)(=O)C2CCOCC2)C(F)=CN=C1,O=S(=O)(C1CCOCC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)S(=O)(=O)C2CC2)C(F)=CN=C1,O=S(=O)(C1CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)CN2CCC2)C(F)=CN=C1,O=C(CN1CCC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC1=NN(C=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncn([*:1])n1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NC=NN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncnn1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3C(CCC3=O)C2)C(F)=CN=C1,O=C1CCC2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC(C1)OC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC(OC2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CS(=O)(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(S(=O)(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)OCCN2CCCC2)C(F)=CN=C1,C1CCN(CCOC2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CNC2)C(F)=CN=C1,O=C(C1CNC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCC2)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)S(=O)(=O)N1CCOCC1,O=S(=O)(C1CCN([*:1])CC1)N1CCOCC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)CC1=O,CN1CCN(CC2CCN([*:1])CC2)CC1=O,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CNCCO2)C(F)=CN=C1,O=C(C1CNCCO1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCOC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCOC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)S(=O)(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(S(=O)(=O)N2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)C1CC1,O=S(=O)(C1CC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)C1CCOCC1,O=S(=O)(C1CCOCC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)C1CCOC1,O=S(=O)(C1CCOC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC[C@@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC[C@@H]1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3[C@H](CCC3=O)C2)C(F)=CN=C1,O=C1CC[C@@H]2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],< 20 nM 
CN1CCOC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)C1,CN1CCOC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C2=NC=CS2)C(F)=CN=C1,c1csc(C2CCN([*:1])CC2)n1,F[*:2],F[*:3],[H][*:4],Inactive
CCN1CCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)CN2CCCC2)C(F)=CN=C1,O=C(CN1CCCC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)S(=O)(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(S(=O)(=O)N2CCN([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2CCOCC2)C(F)=CN=C1,C1CN(C2CCN([*:1])CC2)CCO1,F[*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)C1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1CCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])C2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(=CN4N=C3N)C3(CC3)C#N)C=NC=C2F)CC1,CN1CCN(CC2CCN([*:1])CC2)CC1,F[*:2],N#CC1([*:3])CC1,[H][*:4],Inactive
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C(=O)C1,CN1CCN(CC2CCN([*:1])CC2)C(=O)C1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)C1COC1,O=S(=O)(C1COC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)S(=O)(=O)N1CCN2CCC1CC2,O=S(=O)(N1CCN([*:1])CC1)N1CCN2CCC1CC2,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CN2CCC(F)(F)C2)CC1,FC1(F)CCN(CC2CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC[C@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC[C@H]1C(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC[C@@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC[C@@H]1C(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)S(=O)(=O)N1CCC1,O=S(=O)(C1CCN([*:1])CC1)N1CCC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)S(=O)(=O)C2COC2)C(F)=CN=C1,O=S(=O)(C1COC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1C1CC1,c1cn([*:1])c(C2CC2)n1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CC3CCCCN3C2)C(F)=CN=C1,O=C(C1CC2CCCCN2C1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CCN1CCCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC(C)N1CCCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)N1CCCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC(C)N1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)N1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
CCN1CCC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CCN1CCC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
COCCS(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COCCS(=O)(=O)C1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1=O,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCS(=O)(=O)CC1,O=S1(=O)CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CCN(CC2)C2COC2)C(F)=CN=C1,O=C(C1CCN(C2COC2)CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN([*:1])CC1=O,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CN3CCCC3=O)CC2)C(F)=CN=C1,O=C1CCCN1CC1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)CC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)CC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)OC1=O,CN1CC2(CCN([*:1])CC2)OC1=O,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2[C@@H](CCC2=O)C1,O=C1CC[C@H]2CN([*:1])CCN12,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NN(C(C)=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nc(C)n([*:1])n1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1C(F)(F)F,FC(F)(F)c1nccn1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CC1(C)CCCN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC1(C)CCCN1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CS(=O)(=O)C1CCCN([*:1])C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CC2CCCN2C(=O)C1,O=C1CN([*:1])CC2CCCN12,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=CC=NN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccnn1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CN1C[C@@H]2CCN(C[C@@H]2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1C[C@@H]2CCN([*:1])C[C@@H]2C1=O,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NN(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccn([*:1])n1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC2(COC2)CC1,C1CC2(CCN1[*:1])COC2,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCOCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCOCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC(=O)N3CCC3)CC2)C(F)=CN=C1,O=C(CN1CCN([*:1])CC1)N1CCC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)OC1=O,CN1CC2(CCN([*:1])CC2)OC1=O,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCCC1=O,O=C1CCCN1C1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)CCC1=O,CN1CC2(CCC1=O)CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CC3CCCN3C(=O)C2)C(F)=CN=C1,O=C1CN([*:1])CC2CCCN12,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN2CCN([*:1])CC2C1=O,[H][*:2],F[*:3],[H][*:4],Inactive
CN(C)C(=O)C1CN(CCO1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)C(=O)C1CN([*:1])CCO1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1C(=O)CCC11CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1C(=O)CCC12CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CC2(CC1=O)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC2(CCN([*:1])CC2)CC1=O,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=CC=NN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1C,Cc1ccnn1[*:1],C[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2C(COC2=O)C1,O=C1OCC2CN([*:1])CCN12,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC3(COC3)CC2)C(F)=CN=C1,C1CC2(CCN1[*:1])COC2,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN2CCN([*:1])CC2C1=O,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C1=NOC=N1,c1nc(C2CCN([*:1])CC2)no1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1(CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1)S(C)(=O)=O,CC1(S(C)(=O)=O)CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2C(CCCC2=O)C1,O=C1CCCC2CN([*:1])CCN12,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCCC2)C(F)=CN=C1,C1CCN([*:1])C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2[C@@H](CCS2(=O)=O)C1,O=S1(=O)CC[C@H]2CN([*:1])CCN21,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3[C@H](COC3=O)C2)C(F)=CN=C1,O=C1OC[C@@H]2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C(=O)C1COC1,O=C(C1COC1)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCS(=O)(=O)CC2)C(F)=CN=C1,O=S1(=O)CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC(=O)N1CC2(C1)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1(C)CN(CCS1(=O)=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC1(C)CN([*:1])CCS1(=O)=O,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCCC2(COC2)C1,C1CN([*:1])CC2(C1)COC2,[H][*:2],F[*:3],[H][*:4],Inactive
CC(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC2(CCNC2)CC1,C1CC2(CCN([*:1])CC2)CN1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NN=C(O1)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nnc(N2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],Inactive
CC(=O)N1CCC2(C1)CCN(CC2)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CCC2(CCN([*:1])CC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2[C@H](CCC2=O)C1,O=C1CC[C@@H]2CN([*:1])CCN12,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NON=C1N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nonc1N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
COC(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,COC(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC(=O)N1CCCC11CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(=O)N1CCCC12CCN([*:1])CC2,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NN=CN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nncn1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCCCCC1,C1CCCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NN=C(O1)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nnc(C2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],Inactive
COC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN(C)CC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)CC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C1=NN=CO1,c1nnc(C2CCN([*:1])CC2)o1,[H][*:2],F[*:3],[H][*:4],Inactive
