Original_SMILES,R1,R2,R3,R4,cellv
CC(C)N1CCN2CCN(CC2C1=O)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(C)N1CCN2CCN([*:1])CC2C1=O,[H][*:2],F[*:3],[H][*:4],15.85818887
CC1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],15.83178456
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN2C=NC=C2C1,c1ncn2c1CN([*:1])CC2,[H][*:2],Cl[*:3],[H][*:4],15.80611009
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1CCOC1,C1CC(N2CCN([*:1])CC2)CO1,[H][*:2],F[*:3],[H][*:4],15.76391423
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1F,CN1CCN([*:1])CC1,F[*:2],Cl[*:3],[H][*:4],15.70653057
CN1CC2CC1CN2C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CC2CC1CN2C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],15.69881831
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CNC2)C=CN=C1,C1NCC1O[*:1],[H][*:2],N#CC[*:3],[H][*:4],15.68205554
CN(C)C1CN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)C1CN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],15.677428400000002
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)[C@H]1CCOC1,C1C[C@H](N2CCN([*:1])CC2)CO1,[H][*:2],F[*:3],[H][*:4],15.61202629
CN1CCCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],15.52558657
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1C(F)F,CN1CCN([*:1])CC1,FC(F)[*:2],F[*:3],[H][*:4],15.47414429
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)[C@@H]1CCOC1,C1C[C@@H](N2CCN([*:1])CC2)CO1,[H][*:2],F[*:3],[H][*:4],15.46622942
CN1CCC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2C1,CN(CC[*:1])C[*:2],CN(CC[*:1])C[*:2],F[*:3],[H][*:4],15.44187649
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCN(C2)C2COC2)C=CN=C1,C1C[C@H](O[*:1])CN(C2COC2)C1,[H][*:2],F[*:3],[H][*:4],15.35633221
CN1CC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CC[C@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],15.35467979
CN1CCOCC1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCOCC1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],15.22648747
CN(C)CCCN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCCN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],15.21750102
CC1=CN=CN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cncn1[*:1],[H][*:2],F[*:3],[H][*:4],15.20236227
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1COC1,C1OCC1N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],15.18738373
CCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CCN1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],15.07611568
CC1CN(CCN1C)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC1CN([*:1])CCN1C,[H][*:2],Cl[*:3],[H][*:4],14.97214718
CN(C)CC(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CC(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],14.95568951
CN1CCN(CC1)C(=O)C1CCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])C2)CC1,F[*:2],F[*:3],[H][*:4],14.88457496
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)C1=NOC=N1,c1nc(C2CCN([*:1])CC2)no1,[H][*:2],F[*:3],[H][*:4],14.75809625
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCN(CC2)C2COC2)C=CN=C1,C1CN(C2COC2)CCC1O[*:1],[H][*:2],F[*:3],[H][*:4],14.71158703
CCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CCN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],14.64244897
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCCNC2)C=CN=C1,C1CNCC(O[*:1])C1,[H][*:2],N#CC[*:3],[H][*:4],14.62325373
CN(C)CCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCO[*:1],[H][*:2],Cl[*:3],[H][*:4],14.62065378
CN1CCCC(C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCCC(O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],14.6150454
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1Cl,CN1CCN([*:1])CC1,Cl[*:2],Cl[*:3],[H][*:4],14.52629525
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCNCC1,C1CN([*:1])CCN1,[H][*:2],N#CC[*:3],[H][*:4],14.43775598
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2CCOC2)C(Cl)=CN=C1,C1CC(N2CCN([*:1])CC2)CO1,Cl[*:2],F[*:3],[H][*:4],14.386599300000002
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCNC2)C=CN=C1,C1C[C@@H](O[*:1])CN1,[H][*:2],N#CC[*:3],[H][*:4],14.37526736
COCCN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COCCN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],14.29208521
CN(C)CCN(C)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCN(C)C(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],14.26541063
CC(C)(O)CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(C)(O)CN1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],14.26129817
CN1CC[C@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CC[C@@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],14.257823499999999
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCN(CC2)C2COC2)C(F)=CN=C1,C1CN(C2COC2)CCC1O[*:1],F[*:2],F[*:3],[H][*:4],14.22718913
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2CCOCC2)C(F)=CN=C1,C1CC(N2CCN([*:1])CC2)CCO1,F[*:2],F[*:3],[H][*:4],14.06443384
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1CCOCC1,C1CC(N2CCN([*:1])CC2)CCO1,[H][*:2],F[*:3],[H][*:4],13.93803569
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC(F)(F)F)CC1,FC(F)(F)CN1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],13.86563441
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2COC2)C(F)=CN=C1,C1OCC1N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],13.79713429
C[N+]1([O-])CCC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2C1,C[N+]([O-])(CC[*:1])C[*:2],C[N+]([O-])(CC[*:1])C[*:2],F[*:3],[H][*:4],13.79236666
CN(C)CCCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],13.71831593
CN(C)[C@H]1CCN(C[C@@H]1O)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)[C@H]1CCN([*:1])C[C@@H]1O,[H][*:2],Cl[*:3],[H][*:4],13.70714885
CN1C=NC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cn1cncc1[*:1],[H][*:2],F[*:3],[H][*:4],13.65203408
COCCN1CCC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COCCN1CCC[C@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],13.52845223
CN(C)CCCNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCCNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],13.46075687
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1Cl,CN1CCC(O[*:1])CC1,Cl[*:2],Cl[*:3],[H][*:4],13.44631601
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@@H]2CN3C=CN=C3C2)C=CN=C1,c1cn2c(n1)C[C@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],13.43564996
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@H]2CCNC2)C=CN=C1,C1C[C@H](O[*:1])CN1,[H][*:2],N#CC[*:3],[H][*:4],13.427542
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],13.41146531
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=C(C=C1)S(=O)(=O)N1CCC1,O=S(=O)(c1ccc([*:1])cc1)N1CCC1,[H][*:2],F[*:3],[H][*:4],13.34954541
CN(C)[C@@H]1CCN(C1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)[C@@H]1CCN(C(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],13.27679914
CC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(C=CN=C3)N3CCN(C)CC3)=C2N=C1,CN1CCN([*:1])CC1,[H][*:2],CC(C#N)[*:3],[H][*:4],13.22143497
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCNCC2)C(F)=CN=C1,C1CN([*:1])CCN1,F[*:2],F[*:3],[H][*:4],13.19744902
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],13.17346636
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2COC2)C(Cl)=CN=C1,C1OCC1N1CCN([*:1])CC1,Cl[*:2],F[*:3],[H][*:4],13.14840583
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCNCC1,C1CN([*:1])CCN1,[H][*:2],Cl[*:3],[H][*:4],13.13553952
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1C,CN1CCN([*:1])CC1,C[*:2],Cl[*:3],[H][*:4],13.07480819
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C2CCNCC2=CN=C1,C(C[*:1])NC[*:2],C(C[*:1])NC[*:2],F[*:3],[H][*:4],13.03251507
CN1C=NC(C)=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncn(C)c1[*:1],[H][*:2],F[*:3],[H][*:4],13.02647726
CN(C)CCOCCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCOCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],12.94309862
CNC1=CC(OC)=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=N1,CO[*:1],[H][*:2],F[*:3],CN[*:4],12.92987878
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(O[*:1])CC1,F[*:2],F[*:3],[H][*:4],12.92157376
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],N#CC[*:3],[H][*:4],12.914724099999999
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1COC1,C1OCC1N1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],12.83701554
CN1CCN(CC1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)N2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],12.81322437
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)CN2CCCC2)C(F)=CN=C1,O=C(CN1CCCC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],12.79585901
COC1=CN=CC(NC(=O)C2=C3N=CC(F)=CN3N=C2N)=C1C1=CN=CN1C,Cn1cncc1[*:1],CO[*:2],F[*:3],[H][*:4],12.79365124
CN1CCOC(C1)C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCOC(C(=O)N2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],12.78189392
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCNCC2)C=CN=C1,C1CC(O[*:1])CCN1,[H][*:2],N#CC[*:3],[H][*:4],12.70770299
CN1CCN(CC1(C)C)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCN([*:1])CC1(C)C,[H][*:2],Cl[*:3],[H][*:4],12.63296161
C[C@H]1CN(CCN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1)C1COC1,C[C@H]1CN(C2COC2)CCN1[*:1],[H][*:2],F[*:3],[H][*:4],12.60331957
CN1CCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],12.56355668
CN1CCC(C1)NC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(NC(=O)C2CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],12.52835604
CCN1C=NC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CCn1cncc1[*:1],[H][*:2],F[*:3],[H][*:4],12.52759095
COCCN1C=NC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COCCn1cncc1[*:1],[H][*:2],F[*:3],[H][*:4],12.49674686
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC(F)(F)F)CC1,FC(F)(F)CN1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],12.43289256
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2CCOCC2)C(F)=CN=C1,C1CN(C2CCN([*:1])CC2)CCO1,F[*:2],F[*:3],[H][*:4],12.42900334
CN(C)C1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)C1CCCN([*:1])C1,[H][*:2],Cl[*:3],[H][*:4],12.42310163
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)CC1=O,CN1CCN(CC2CCN([*:1])CC2)CC1=O,F[*:2],F[*:3],[H][*:4],12.3839911
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CNC2)C=CN=C1,C1NCC1O[*:1],[H][*:2],Cl[*:3],[H][*:4],12.37728124
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1CC1,C1CC1N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],12.37124301
CC(C)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(C)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],12.34915394
CN1CCN(CC1)C(=O)C1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCCN([*:1])C2)CC1,F[*:2],F[*:3],[H][*:4],12.22947591
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C2COC2)C(F)=CN=C1,C1OCC1N1CCN([*:1])CC1,F[*:2],Cl[*:3],[H][*:4],12.21110744
CC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(C=CN=C3)N3CCN(CC3)C3COC3)=C2N=C1,C1OCC1N1CCN([*:1])CC1,[H][*:2],CC(C#N)[*:3],[H][*:4],12.18778366
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1C=CN=C1C1CC1,c1cn([*:1])c(C2CC2)n1,[H][*:2],F[*:3],[H][*:4],12.17055045
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2C=CN=C2)C(F)=CN=C1,c1cn(C2CCN([*:1])CC2)cn1,F[*:2],F[*:3],[H][*:4],12.11638551
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@@H]2CN3CCC2CC3)C=CN=C1,C1CN2CCC1[C@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],12.10794921
CN1CCN(CC2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C(=O)C1,CN1CCN(CC2CCN([*:1])CC2)C(=O)C1,F[*:2],F[*:3],[H][*:4],12.04540517
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],F[*:3],[H][*:4],11.81655782
CC(C)(C)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC(C)(C)N1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],11.8142243
NC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,NC1CCN([*:1])CC1,[H][*:2],N#CC[*:3],[H][*:4],11.81030791
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C2=NC=CS2)C(F)=CN=C1,c1csc(C2CCN([*:1])CC2)n1,F[*:2],F[*:3],[H][*:4],11.80896707
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCNCC2)C(Cl)=CN=C1,C1CN([*:1])CCN1,Cl[*:2],F[*:3],[H][*:4],11.73512329
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCNC2)C=CN=C1,C1CNC[C@@H](O[*:1])C1,[H][*:2],F[*:3],[H][*:4],11.70305439
NC1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,NC1CCCN([*:1])C1,[H][*:2],Cl[*:3],[H][*:4],11.69047259
C[C@@H]1CN(CCN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1)C1COC1,C[C@@H]1CN(C2COC2)CCN1[*:1],[H][*:2],F[*:3],[H][*:4],11.68372828
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CN3CCC2CC3)C=CN=C1,C1CN2CCC1[C@@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],11.64791223
CC1=CN=CC(NC(=O)C2=C3N=CC(F)=CN3N=C2N)=C1N1CCN(CC1)C1COC1,C1OCC1N1CCN([*:1])CC1,C[*:2],F[*:3],[H][*:4],11.62582022
CN1C(C)=NC=C1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncc([*:1])n1C,[H][*:2],F[*:3],[H][*:4],11.58200154
CC1=CN=CC(NC(=O)C2=C3N=CC(F)=CN3N=C2N)=C1N1CCN(CC1)C1CCOCC1,C1CC(N2CCN([*:1])CC2)CCO1,C[*:2],F[*:3],[H][*:4],11.54271912
CN1CCN(CC1)S(=O)(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(S(=O)(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],11.47907592
CC(C)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CC(C)N1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],11.390921800000001
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCNC(C1)C(F)(F)F,FC(F)(F)C1CN([*:1])CCN1,[H][*:2],Cl[*:3],[H][*:4],11.36288262
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)(C)C#N)C=NC=C1,CN1CCC([*:1])CC1,[H][*:2],CC(C)(C#N)[*:3],[H][*:4],11.36110385
CN1CCN(C2CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C(=O)C1,CN1CCN(C2CCN([*:1])CC2)C(=O)C1,F[*:2],F[*:3],[H][*:4],11.31775295
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNCC1,F[*:2],F[*:3],[H][*:4],11.25130985
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CC(C2)N2CCCC2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CC(N2CCCC2)C1,F[*:2],F[*:3],[H][*:4],11.22940427
CN1CCCN(CC1)C(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCCN(C(=O)C2CCN([*:1])CC2)CC1,F[*:2],F[*:3],[H][*:4],11.1741391
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1C1CC1,CN1CCN([*:1])CC1,C1CC1[*:2],F[*:3],[H][*:4],11.17176885
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCN(CC1)C1CC1,C1CC1N1CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],11.08946109
COC1(CN(C)C)CCN(CC1)C1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COC1(CN(C)C)CCN([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],11.0502396
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNC3CC23)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNC2CC21,F[*:2],F[*:3],[H][*:4],10.95787844
CN(C)CCNC(=O)C1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN(C)CCNC(=O)C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],10.9333152
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CCN(CC2)C2COC2)C(F)=CN=C1,O=C(C1CCN(C2COC2)CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],10.91350821
CN1CCOC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C1,CN1CCOC2(CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],10.91311033
CC1(COC1)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC1(N2CCN([*:1])CC2)COC1,[H][*:2],F[*:3],[H][*:4],10.89990996
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCNC2)C=CN=C1,C1C[C@@H](O[*:1])CN1,[H][*:2],Cl[*:3],[H][*:4],10.889055599999999
CN1CCC[C@@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC[C@@H]1C(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],10.85693435
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)C(=O)N2CCNC3(CC3)C2)C(F)=CN=C1,O=C(C1CCN([*:1])CC1)N1CCNC2(CC2)C1,F[*:2],F[*:3],[H][*:4],10.80509254
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCCNC2)C=CN=C1,C1CNCC(O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],10.69530771
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],Cl[*:3],[H][*:4],10.691713400000001
CN1CCC[C@@H]1C(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC[C@@H]1C(=O)N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],10.67074627
CC1=NON=C1N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nonc1N1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],10.66583442
CN1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)(C)C#N)C=NC=C1F,CN1CCN([*:1])CC1,F[*:2],CC(C)(C#N)[*:3],[H][*:4],10.66049245
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)N1CCC(CC1)N1CCOCC1,C1CN(C2CCN([*:1])CC2)CCO1,[H][*:2],Cl[*:3],[H][*:4],10.60420119
