Candidate,Cell_Viability,Necrosis,Cytoplasm_area,Cell_Death,Nuclei_Area,Bioactivity
Compound_I-N-42,234.9446089,15707.5598,754.1507071,2489.914734,3200.21975,6.236688179
Compound_I-N-43,113.1067898,1922.081116,149.2238451,250.0390179,580.9662875,4.02513369
Compound_I-N-44,114.069711,2330.359014,199.2124089,263.5745349,391.8485664,5.995927816
Compound_I-N-45,60.07813632,552.6585329,79.12897365,98.16856458,275.0179357,2.64741098
Compound_I-N-46,72.27285529,560.0162843,90.38088609,147.5804946,257.7106296,2.393558728
Compound_I-N-47,198.3265322,16778.62141,437.6738478,684.1498894,1131.42874,4.995254938
Compound_I-N-48,70.14864873,1257.008042,104.3569355,222.6142915,293.5058681,2.385379234
Compound_I-N-49,41.94301386,274.2991926,48.48971669,61.71828226,169.8344736,2.003593655
Compound_I-N-50,49.56197951,444.3639112,56.52782276,72.31365548,203.0270687,2.120241041
Compound_I-N-51,106.0685054,3633.091498,182.2196448,352.3161255,517.4616564,3.904244257
